지역명,규모구분,연도,월,분양가격(제곱미터)
울산,전용면적 102제곱미터초과,2016,11,"3,195"
세종,모든면적,2016,11,2702
세종,전용면적 60제곱미터이하,2016,11,"2,778"
세종,전용면적 60제곱미터초과 85제곱미터이하,2016,11,2709
세종,전용면적 85제곱미터초과 102제곱미터이하,2016,11,"2,687"
세종,전용면적 102제곱미터초과,2016,11,2670
강원,모든면적,2016,11,"2,071"
강원,전용면적 60제곱미터이하,2016,11,2017
강원,전용면적 60제곱미터초과 85제곱미터이하,2016,11,"2,073"
강원,전용면적 85제곱미터초과 102제곱미터이하,2016,11,2031
강원,전용면적 102제곱미터초과,2016,11,"2,191"
충북,모든면적,2016,11,2125
충북,전용면적 60제곱미터이하,2016,11,"2,082"
충북,전용면적 60제곱미터초과 85제곱미터이하,2016,11,2144
충북,전용면적 85제곱미터초과 102제곱미터이하,2016,11,"2,711"
충북,전용면적 102제곱미터초과,2016,11,2221
충남,모든면적,2016,11,"2,277"
충남,전용면적 60제곱미터이하,2016,11,2322
충남,전용면적 60제곱미터초과 85제곱미터이하,2016,11,"2,278"
충남,전용면적 85제곱미터초과 102제곱미터이하,2016,11,2926
충남,전용면적 102제곱미터초과,2016,11,"2,685"
전북,모든면적,2016,11,1928
전북,전용면적 60제곱미터이하,2016,11,"1,942"
전북,전용면적 60제곱미터초과 85제곱미터이하,2016,11,1934
전북,전용면적 85제곱미터초과 102제곱미터이하,2016,11,"2,305"
전북,전용면적 102제곱미터초과,2016,11,2321
전남,모든면적,2016,11,"2,056"
전남,전용면적 60제곱미터이하,2016,11,2058
전남,전용면적 60제곱미터초과 85제곱미터이하,2016,11,"2,058"
전남,전용면적 85제곱미터초과 102제곱미터이하,2016,11,2467
전남,전용면적 102제곱미터초과,2016,11,"2,262"
경북,모든면적,2016,11,2294
경북,전용면적 60제곱미터이하,2016,11,"2,290"
경북,전용면적 60제곱미터초과 85제곱미터이하,2016,11,2303
경북,전용면적 85제곱미터초과 102제곱미터이하,2016,11,"2,690"
경북,전용면적 102제곱미터초과,2016,11,2499
경남,모든면적,2016,11,"2,359"
경남,전용면적 60제곱미터이하,2016,11,2496
경남,전용면적 60제곱미터초과 85제곱미터이하,2016,11,"2,351"
경남,전용면적 85제곱미터초과 102제곱미터이하,2016,11,2872
경남,전용면적 102제곱미터초과,2016,11,"2,621"
제주,모든면적,2016,11,3107
제주,전용면적 60제곱미터이하,2016,11,"4,091"
제주,전용면적 60제곱미터초과 85제곱미터이하,2016,11,3024
제주,전용면적 85제곱미터초과 102제곱미터이하,2016,11,"3,157"
제주,전용면적 102제곱미터초과,2016,11,3082
서울,모든면적,2016,12,"6,443"
서울,전용면적 60제곱미터이하,2016,12,6713
서울,전용면적 60제곱미터초과 85제곱미터이하,2016,12,"6,492"
서울,전용면적 85제곱미터초과 102제곱미터이하,2016,12,7030
서울,전용면적 102제곱미터초과,2016,12,"6,771"
인천,모든면적,2016,12,3132
인천,전용면적 60제곱미터이하,2016,12,"3,181"
인천,전용면적 60제곱미터초과 85제곱미터이하,2016,12,3137
인천,전용면적 85제곱미터초과 102제곱미터이하,2016,12,"3,275"
인천,전용면적 102제곱미터초과,2016,12,4201
경기,모든면적,2016,12,"3,555"
경기,전용면적 60제곱미터이하,2016,12,3602
경기,전용면적 60제곱미터초과 85제곱미터이하,2016,12,"3,508"
경기,전용면적 85제곱미터초과 102제곱미터이하,2016,12,3360
경기,전용면적 102제곱미터초과,2016,12,"4,229"
부산,모든면적,2016,12,3253
부산,전용면적 60제곱미터이하,2016,12,"3,030"
부산,전용면적 60제곱미터초과 85제곱미터이하,2016,12,3249
부산,전용면적 85제곱미터초과 102제곱미터이하,2016,12,"3,354"
부산,전용면적 102제곱미터초과,2016,12,4214
대구,모든면적,2016,12,"3,144"
대구,전용면적 60제곱미터이하,2016,12,3500
대구,전용면적 60제곱미터초과 85제곱미터이하,2016,12,"3,151"
대구,전용면적 85제곱미터초과 102제곱미터이하,2016,12,3045
대구,전용면적 102제곱미터초과,2016,12,"5,014"
광주,모든면적,2016,12,2783
광주,전용면적 60제곱미터이하,2016,12,"2,557"
광주,전용면적 60제곱미터초과 85제곱미터이하,2016,12,2794
광주,전용면적 85제곱미터초과 102제곱미터이하,2016,12,"2,817"
광주,전용면적 102제곱미터초과,2016,12,3273
대전,모든면적,2016,12,"2,685"
대전,전용면적 60제곱미터이하,2016,12,2671
대전,전용면적 60제곱미터초과 85제곱미터이하,2016,12,"2,660"
대전,전용면적 85제곱미터초과 102제곱미터이하,2016,12,2600
대전,전용면적 102제곱미터초과,2016,12,"4,328"
울산,모든면적,2016,12,3260
울산,전용면적 60제곱미터이하,2016,12,"2,858"
울산,전용면적 60제곱미터초과 85제곱미터이하,2016,12,3272
울산,전용면적 85제곱미터초과 102제곱미터이하,2016,12,
울산,전용면적 102제곱미터초과,2016,12,3177
세종,모든면적,2016,12,"2,705"
세종,전용면적 60제곱미터이하,2016,12,2769
세종,전용면적 60제곱미터초과 85제곱미터이하,2016,12,"2,706"
세종,전용면적 85제곱미터초과 102제곱미터이하,2016,12,2676
세종,전용면적 102제곱미터초과,2016,12,"2,673"
강원,모든면적,2016,12,2087
강원,전용면적 60제곱미터이하,2016,12,"2,085"
강원,전용면적 60제곱미터초과 85제곱미터이하,2016,12,2085
강원,전용면적 85제곱미터초과 102제곱미터이하,2016,12,"2,248"
강원,전용면적 102제곱미터초과,2016,12,2247
충북,모든면적,2016,12,"2,081"
충북,전용면적 60제곱미터이하,2016,12,2099
충북,전용면적 60제곱미터초과 85제곱미터이하,2016,12,"2,100"
충북,전용면적 85제곱미터초과 102제곱미터이하,2016,12,2855
충북,전용면적 102제곱미터초과,2016,12,"2,362"
충남,모든면적,2016,12,2274
충남,전용면적 60제곱미터이하,2016,12,"2,355"
충남,전용면적 60제곱미터초과 85제곱미터이하,2016,12,2273
충남,전용면적 85제곱미터초과 102제곱미터이하,2016,12,"2,926"
충남,전용면적 102제곱미터초과,2016,12,2685
전북,모든면적,2016,12,"2,004"
전북,전용면적 60제곱미터이하,2016,12,2265
전북,전용면적 60제곱미터초과 85제곱미터이하,2016,12,"2,004"
전북,전용면적 85제곱미터초과 102제곱미터이하,2016,12,2305
전북,전용면적 102제곱미터초과,2016,12,"2,321"
전남,모든면적,2016,12,2078
전남,전용면적 60제곱미터이하,2016,12,"2,058"
전남,전용면적 60제곱미터초과 85제곱미터이하,2016,12,2074
전남,전용면적 85제곱미터초과 102제곱미터이하,2016,12,"2,467"
전남,전용면적 102제곱미터초과,2016,12,2319
경북,모든면적,2016,12,"2,311"
경북,전용면적 60제곱미터이하,2016,12,2327
경북,전용면적 60제곱미터초과 85제곱미터이하,2016,12,"2,314"
경북,전용면적 85제곱미터초과 102제곱미터이하,2016,12,2690
경북,전용면적 102제곱미터초과,2016,12,"2,499"
경남,모든면적,2016,12,2388
경남,전용면적 60제곱미터이하,2016,12,"2,478"
경남,전용면적 60제곱미터초과 85제곱미터이하,2016,12,2380
경남,전용면적 85제곱미터초과 102제곱미터이하,2016,12,"2,872"
경남,전용면적 102제곱미터초과,2016,12,2621
제주,모든면적,2016,12,"3,132"
제주,전용면적 60제곱미터이하,2016,12,4091
제주,전용면적 60제곱미터초과 85제곱미터이하,2016,12,"3,048"
제주,전용면적 85제곱미터초과 102제곱미터이하,2016,12,3157
제주,전용면적 102제곱미터초과,2016,12,"3,082"
서울,모든면적,2017,1,6450
서울,전용면적 60제곱미터이하,2017,1,"6,662"
서울,전용면적 60제곱미터초과 85제곱미터이하,2017,1,6500
서울,전용면적 85제곱미터초과 102제곱미터이하,2017,1,"7,030"
서울,전용면적 102제곱미터초과,2017,1,6771
인천,모든면적,2017,1,"3,132"
인천,전용면적 60제곱미터이하,2017,1,3181
인천,전용면적 60제곱미터초과 85제곱미터이하,2017,1,"3,137"
인천,전용면적 85제곱미터초과 102제곱미터이하,2017,1,3275
인천,전용면적 102제곱미터초과,2017,1,"4,201"
경기,모든면적,2017,1,3554
경기,전용면적 60제곱미터이하,2017,1,"3,609"
경기,전용면적 60제곱미터초과 85제곱미터이하,2017,1,3508
경기,전용면적 85제곱미터초과 102제곱미터이하,2017,1,"3,360"
경기,전용면적 102제곱미터초과,2017,1,4229
부산,모든면적,2017,1,"3,244"
부산,전용면적 60제곱미터이하,2017,1,3030
부산,전용면적 60제곱미터초과 85제곱미터이하,2017,1,"3,240"
부산,전용면적 85제곱미터초과 102제곱미터이하,2017,1,3354
부산,전용면적 102제곱미터초과,2017,1,"4,214"
대구,모든면적,2017,1,3121
대구,전용면적 60제곱미터이하,2017,1,"3,608"
대구,전용면적 60제곱미터초과 85제곱미터이하,2017,1,3129
대구,전용면적 85제곱미터초과 102제곱미터이하,2017,1,"3,045"
대구,전용면적 102제곱미터초과,2017,1,5014
광주,모든면적,2017,1,"2,778"
광주,전용면적 60제곱미터이하,2017,1,2557
광주,전용면적 60제곱미터초과 85제곱미터이하,2017,1,"2,790"
광주,전용면적 85제곱미터초과 102제곱미터이하,2017,1,2817
광주,전용면적 102제곱미터초과,2017,1,"3,273"
대전,모든면적,2017,1,2685
대전,전용면적 60제곱미터이하,2017,1,"2,671"
대전,전용면적 60제곱미터초과 85제곱미터이하,2017,1,2660
대전,전용면적 85제곱미터초과 102제곱미터이하,2017,1,"2,600"
대전,전용면적 102제곱미터초과,2017,1,4328
울산,모든면적,2017,1,"3,260"
울산,전용면적 60제곱미터이하,2017,1,2858
울산,전용면적 60제곱미터초과 85제곱미터이하,2017,1,"3,272"
울산,전용면적 85제곱미터초과 102제곱미터이하,2017,1,
울산,전용면적 102제곱미터초과,2017,1,"3,177"
세종,모든면적,2017,1,2705
세종,전용면적 60제곱미터이하,2017,1,"2,769"
세종,전용면적 60제곱미터초과 85제곱미터이하,2017,1,2706
세종,전용면적 85제곱미터초과 102제곱미터이하,2017,1,"2,676"
세종,전용면적 102제곱미터초과,2017,1,2673
강원,모든면적,2017,1,"2,085"
강원,전용면적 60제곱미터이하,2017,1,2084
강원,전용면적 60제곱미터초과 85제곱미터이하,2017,1,"2,083"
강원,전용면적 85제곱미터초과 102제곱미터이하,2017,1,2213
강원,전용면적 102제곱미터초과,2017,1,"2,246"
충북,모든면적,2017,1,2105
충북,전용면적 60제곱미터이하,2017,1,"2,142"
충북,전용면적 60제곱미터초과 85제곱미터이하,2017,1,2124
충북,전용면적 85제곱미터초과 102제곱미터이하,2017,1,"2,855"
충북,전용면적 102제곱미터초과,2017,1,2362
충남,모든면적,2017,1,"2,235"
충남,전용면적 60제곱미터이하,2017,1,2335
충남,전용면적 60제곱미터초과 85제곱미터이하,2017,1,"2,236"
충남,전용면적 85제곱미터초과 102제곱미터이하,2017,1,2963
충남,전용면적 102제곱미터초과,2017,1,"2,679"
전북,모든면적,2017,1,2006
전북,전용면적 60제곱미터이하,2017,1,"2,315"
전북,전용면적 60제곱미터초과 85제곱미터이하,2017,1,2004
전북,전용면적 85제곱미터초과 102제곱미터이하,2017,1,"2,305"
전북,전용면적 102제곱미터초과,2017,1,2321
전남,모든면적,2017,1,"2,078"
전남,전용면적 60제곱미터이하,2017,1,2058
전남,전용면적 60제곱미터초과 85제곱미터이하,2017,1,"2,074"
전남,전용면적 85제곱미터초과 102제곱미터이하,2017,1,2467
전남,전용면적 102제곱미터초과,2017,1,"2,319"
경북,모든면적,2017,1,2312
경북,전용면적 60제곱미터이하,2017,1,"2,328"
경북,전용면적 60제곱미터초과 85제곱미터이하,2017,1,2315
경북,전용면적 85제곱미터초과 102제곱미터이하,2017,1,"2,690"
경북,전용면적 102제곱미터초과,2017,1,2540
경남,모든면적,2017,1,"2,390"
경남,전용면적 60제곱미터이하,2017,1,2478
경남,전용면적 60제곱미터초과 85제곱미터이하,2017,1,"2,382"
경남,전용면적 85제곱미터초과 102제곱미터이하,2017,1,2872
경남,전용면적 102제곱미터초과,2017,1,"2,623"
제주,모든면적,2017,1,3124
제주,전용면적 60제곱미터이하,2017,1,"4,091"
제주,전용면적 60제곱미터초과 85제곱미터이하,2017,1,3036
제주,전용면적 85제곱미터초과 102제곱미터이하,2017,1,"3,157"
제주,전용면적 102제곱미터초과,2017,1,3082
서울,모든면적,2017,2,"6,464"
서울,전용면적 60제곱미터이하,2017,2,6668
서울,전용면적 60제곱미터초과 85제곱미터이하,2017,2,"6,522"
서울,전용면적 85제곱미터초과 102제곱미터이하,2017,2,6655
서울,전용면적 102제곱미터초과,2017,2,"6,893"
인천,모든면적,2017,2,3167
인천,전용면적 60제곱미터이하,2017,2,"3,197"
인천,전용면적 60제곱미터초과 85제곱미터이하,2017,2,3171
인천,전용면적 85제곱미터초과 102제곱미터이하,2017,2,"3,275"
인천,전용면적 102제곱미터초과,2017,2,4201
경기,모든면적,2017,2,"3,607"
경기,전용면적 60제곱미터이하,2017,2,3652
경기,전용면적 60제곱미터초과 85제곱미터이하,2017,2,"3,562"
경기,전용면적 85제곱미터초과 102제곱미터이하,2017,2,3454
경기,전용면적 102제곱미터초과,2017,2,"4,296"
부산,모든면적,2017,2,3243
부산,전용면적 60제곱미터이하,2017,2,"3,030"
부산,전용면적 60제곱미터초과 85제곱미터이하,2017,2,3239
부산,전용면적 85제곱미터초과 102제곱미터이하,2017,2,"3,354"
부산,전용면적 102제곱미터초과,2017,2,4214
대구,모든면적,2017,2,"3,158"
대구,전용면적 60제곱미터이하,2017,2,3608
대구,전용면적 60제곱미터초과 85제곱미터이하,2017,2,"3,167"
대구,전용면적 85제곱미터초과 102제곱미터이하,2017,2,3045
대구,전용면적 102제곱미터초과,2017,2,"5,014"
광주,모든면적,2017,2,2778
광주,전용면적 60제곱미터이하,2017,2,"2,557"
광주,전용면적 60제곱미터초과 85제곱미터이하,2017,2,2790
광주,전용면적 85제곱미터초과 102제곱미터이하,2017,2,"2,817"
광주,전용면적 102제곱미터초과,2017,2,3273
대전,모든면적,2017,2,"2,721"
대전,전용면적 60제곱미터이하,2017,2,2776
대전,전용면적 60제곱미터초과 85제곱미터이하,2017,2,"2,681"
대전,전용면적 85제곱미터초과 102제곱미터이하,2017,2,2600
대전,전용면적 102제곱미터초과,2017,2,"4,328"
울산,모든면적,2017,2,3263
울산,전용면적 60제곱미터이하,2017,2,"2,858"
울산,전용면적 60제곱미터초과 85제곱미터이하,2017,2,3274
울산,전용면적 85제곱미터초과 102제곱미터이하,2017,2,
울산,전용면적 102제곱미터초과,2017,2,3177
세종,모든면적,2017,2,"2,705"
세종,전용면적 60제곱미터이하,2017,2,2769
세종,전용면적 60제곱미터초과 85제곱미터이하,2017,2,"2,706"
세종,전용면적 85제곱미터초과 102제곱미터이하,2017,2,2676
세종,전용면적 102제곱미터초과,2017,2,"2,673"
강원,모든면적,2017,2,2090
강원,전용면적 60제곱미터이하,2017,2,"2,082"
강원,전용면적 60제곱미터초과 85제곱미터이하,2017,2,2090
강원,전용면적 85제곱미터초과 102제곱미터이하,2017,2,"2,221"
강원,전용면적 102제곱미터초과,2017,2,2251
충북,모든면적,2017,2,"2,044"
충북,전용면적 60제곱미터이하,2017,2,2049
충북,전용면적 60제곱미터초과 85제곱미터이하,2017,2,"2,061"
충북,전용면적 85제곱미터초과 102제곱미터이하,2017,2,2855
충북,전용면적 102제곱미터초과,2017,2,"2,358"
충남,모든면적,2017,2,2236
충남,전용면적 60제곱미터이하,2017,2,"2,335"
충남,전용면적 60제곱미터초과 85제곱미터이하,2017,2,2238
충남,전용면적 85제곱미터초과 102제곱미터이하,2017,2,"2,963"
충남,전용면적 102제곱미터초과,2017,2,2679
전북,모든면적,2017,2,"2,009"
전북,전용면적 60제곱미터이하,2017,2,2346
전북,전용면적 60제곱미터초과 85제곱미터이하,2017,2,"1,987"
전북,전용면적 85제곱미터초과 102제곱미터이하,2017,2,2305
전북,전용면적 102제곱미터초과,2017,2,"2,300"
전남,모든면적,2017,2,2093
전남,전용면적 60제곱미터이하,2017,2,"2,058"
전남,전용면적 60제곱미터초과 85제곱미터이하,2017,2,2096
전남,전용면적 85제곱미터초과 102제곱미터이하,2017,2,"2,467"
전남,전용면적 102제곱미터초과,2017,2,2319
경북,모든면적,2017,2,"2,307"
경북,전용면적 60제곱미터이하,2017,2,2340
경북,전용면적 60제곱미터초과 85제곱미터이하,2017,2,"2,306"
경북,전용면적 85제곱미터초과 102제곱미터이하,2017,2,2690
경북,전용면적 102제곱미터초과,2017,2,"2,540"
경남,모든면적,2017,2,2384
경남,전용면적 60제곱미터이하,2017,2,"2,575"
경남,전용면적 60제곱미터초과 85제곱미터이하,2017,2,2375
경남,전용면적 85제곱미터초과 102제곱미터이하,2017,2,"2,872"
경남,전용면적 102제곱미터초과,2017,2,2716
제주,모든면적,2017,2,"3,134"
제주,전용면적 60제곱미터이하,2017,2,4038
제주,전용면적 60제곱미터초과 85제곱미터이하,2017,2,"3,042"
제주,전용면적 85제곱미터초과 102제곱미터이하,2017,2,3157
제주,전용면적 102제곱미터초과,2017,2,"3,082"
서울,모든면적,2017,3,6370
서울,전용면적 60제곱미터이하,2017,3,"6,570"
서울,전용면적 60제곱미터초과 85제곱미터이하,2017,3,6420
서울,전용면적 85제곱미터초과 102제곱미터이하,2017,3,"6,457"
서울,전용면적 102제곱미터초과,2017,3,6709
인천,모든면적,2017,3,"3,179"
인천,전용면적 60제곱미터이하,2017,3,3268
인천,전용면적 60제곱미터초과 85제곱미터이하,2017,3,"3,177"
인천,전용면적 85제곱미터초과 102제곱미터이하,2017,3,3275
인천,전용면적 102제곱미터초과,2017,3,"4,201"
경기,모든면적,2017,3,3632
경기,전용면적 60제곱미터이하,2017,3,"3,773"
경기,전용면적 60제곱미터초과 85제곱미터이하,2017,3,3585
경기,전용면적 85제곱미터초과 102제곱미터이하,2017,3,"3,527"
경기,전용면적 102제곱미터초과,2017,3,4321
부산,모든면적,2017,3,"3,290"
부산,전용면적 60제곱미터이하,2017,3,3123
부산,전용면적 60제곱미터초과 85제곱미터이하,2017,3,"3,273"
부산,전용면적 85제곱미터초과 102제곱미터이하,2017,3,3354
부산,전용면적 102제곱미터초과,2017,3,"3,931"
대구,모든면적,2017,3,3200
대구,전용면적 60제곱미터이하,2017,3,"3,848"
대구,전용면적 60제곱미터초과 85제곱미터이하,2017,3,3208
대구,전용면적 85제곱미터초과 102제곱미터이하,2017,3,"3,216"
대구,전용면적 102제곱미터초과,2017,3,5014
광주,모든면적,2017,3,"2,783"
광주,전용면적 60제곱미터이하,2017,3,2448
광주,전용면적 60제곱미터초과 85제곱미터이하,2017,3,"2,798"
광주,전용면적 85제곱미터초과 102제곱미터이하,2017,3,2817
광주,전용면적 102제곱미터초과,2017,3,"3,273"
대전,모든면적,2017,3,2721
대전,전용면적 60제곱미터이하,2017,3,"2,776"
대전,전용면적 60제곱미터초과 85제곱미터이하,2017,3,2681
대전,전용면적 85제곱미터초과 102제곱미터이하,2017,3,"2,600"
대전,전용면적 102제곱미터초과,2017,3,4328
울산,모든면적,2017,3,"3,263"
울산,전용면적 60제곱미터이하,2017,3,2858
울산,전용면적 60제곱미터초과 85제곱미터이하,2017,3,"3,274"
울산,전용면적 85제곱미터초과 102제곱미터이하,2017,3,
울산,전용면적 102제곱미터초과,2017,3,"3,177"
세종,모든면적,2017,3,2705
세종,전용면적 60제곱미터이하,2017,3,"2,769"
세종,전용면적 60제곱미터초과 85제곱미터이하,2017,3,2706
세종,전용면적 85제곱미터초과 102제곱미터이하,2017,3,"2,676"
세종,전용면적 102제곱미터초과,2017,3,2673
강원,모든면적,2017,3,"2,068"
강원,전용면적 60제곱미터이하,2017,3,2072
강원,전용면적 60제곱미터초과 85제곱미터이하,2017,3,"2,070"
강원,전용면적 85제곱미터초과 102제곱미터이하,2017,3,2221
강원,전용면적 102제곱미터초과,2017,3,"2,251"
충북,모든면적,2017,3,1976
충북,전용면적 60제곱미터이하,2017,3,"2,155"
충북,전용면적 60제곱미터초과 85제곱미터이하,2017,3,1983
충북,전용면적 85제곱미터초과 102제곱미터이하,2017,3,"2,855"
충북,전용면적 102제곱미터초과,2017,3,2358
충남,모든면적,2017,3,"2,237"
충남,전용면적 60제곱미터이하,2017,3,2335
충남,전용면적 60제곱미터초과 85제곱미터이하,2017,3,"2,239"
충남,전용면적 85제곱미터초과 102제곱미터이하,2017,3,2963
충남,전용면적 102제곱미터초과,2017,3,"2,679"
전북,모든면적,2017,3,2044
전북,전용면적 60제곱미터이하,2017,3,"2,350"
전북,전용면적 60제곱미터초과 85제곱미터이하,2017,3,2040
전북,전용면적 85제곱미터초과 102제곱미터이하,2017,3,"2,321"
전북,전용면적 102제곱미터초과,2017,3,2315
전남,모든면적,2017,3,"2,090"
전남,전용면적 60제곱미터이하,2017,3,2151
전남,전용면적 60제곱미터초과 85제곱미터이하,2017,3,"2,094"
전남,전용면적 85제곱미터초과 102제곱미터이하,2017,3,2379
전남,전용면적 102제곱미터초과,2017,3,"2,307"
경북,모든면적,2017,3,2291
경북,전용면적 60제곱미터이하,2017,3,"2,342"
경북,전용면적 60제곱미터초과 85제곱미터이하,2017,3,2286
경북,전용면적 85제곱미터초과 102제곱미터이하,2017,3,"2,690"
경북,전용면적 102제곱미터초과,2017,3,2606
경남,모든면적,2017,3,"2,407"
경남,전용면적 60제곱미터이하,2017,3,2520
경남,전용면적 60제곱미터초과 85제곱미터이하,2017,3,"2,397"
경남,전용면적 85제곱미터초과 102제곱미터이하,2017,3,2872
경남,전용면적 102제곱미터초과,2017,3,"2,657"
제주,모든면적,2017,3,3097
제주,전용면적 60제곱미터이하,2017,3,"4,038"
제주,전용면적 60제곱미터초과 85제곱미터이하,2017,3,3038
제주,전용면적 85제곱미터초과 102제곱미터이하,2017,3,"3,157"
제주,전용면적 102제곱미터초과,2017,3,3082
서울,모든면적,2017,4,"6,366"
서울,전용면적 60제곱미터이하,2017,4,6570
서울,전용면적 60제곱미터초과 85제곱미터이하,2017,4,"6,414"
서울,전용면적 85제곱미터초과 102제곱미터이하,2017,4,6457
서울,전용면적 102제곱미터초과,2017,4,"6,712"
인천,모든면적,2017,4,3179
인천,전용면적 60제곱미터이하,2017,4,"3,268"
인천,전용면적 60제곱미터초과 85제곱미터이하,2017,4,3177
인천,전용면적 85제곱미터초과 102제곱미터이하,2017,4,"3,275"
인천,전용면적 102제곱미터초과,2017,4,4201
경기,모든면적,2017,4,"3,604"
경기,전용면적 60제곱미터이하,2017,4,3812
경기,전용면적 60제곱미터초과 85제곱미터이하,2017,4,"3,552"
경기,전용면적 85제곱미터초과 102제곱미터이하,2017,4,3608
경기,전용면적 102제곱미터초과,2017,4,"4,273"
부산,모든면적,2017,4,3289
부산,전용면적 60제곱미터이하,2017,4,"3,089"
부산,전용면적 60제곱미터초과 85제곱미터이하,2017,4,3307
부산,전용면적 85제곱미터초과 102제곱미터이하,2017,4,"3,354"
부산,전용면적 102제곱미터초과,2017,4,3931
대구,모든면적,2017,4,"3,179"
대구,전용면적 60제곱미터이하,2017,4,3848
대구,전용면적 60제곱미터초과 85제곱미터이하,2017,4,"3,182"
대구,전용면적 85제곱미터초과 102제곱미터이하,2017,4,3216
대구,전용면적 102제곱미터초과,2017,4,"4,712"
광주,모든면적,2017,4,2854
광주,전용면적 60제곱미터이하,2017,4,"2,448"
광주,전용면적 60제곱미터초과 85제곱미터이하,2017,4,2852
광주,전용면적 85제곱미터초과 102제곱미터이하,2017,4,"2,880"
광주,전용면적 102제곱미터초과,2017,4,3358
대전,모든면적,2017,4,"2,739"
대전,전용면적 60제곱미터이하,2017,4,2849
대전,전용면적 60제곱미터초과 85제곱미터이하,2017,4,"2,685"
대전,전용면적 85제곱미터초과 102제곱미터이하,2017,4,2600
대전,전용면적 102제곱미터초과,2017,4,"4,328"
울산,모든면적,2017,4,3578
울산,전용면적 60제곱미터이하,2017,4,"2,904"
울산,전용면적 60제곱미터초과 85제곱미터이하,2017,4,3591
울산,전용면적 85제곱미터초과 102제곱미터이하,2017,4,
울산,전용면적 102제곱미터초과,2017,4,3137
세종,모든면적,2017,4,"2,729"
세종,전용면적 60제곱미터이하,2017,4,2769
세종,전용면적 60제곱미터초과 85제곱미터이하,2017,4,"2,698"
세종,전용면적 85제곱미터초과 102제곱미터이하,2017,4,2787
세종,전용면적 102제곱미터초과,2017,4,"2,713"
강원,모든면적,2017,4,2068
강원,전용면적 60제곱미터이하,2017,4,"2,072"
강원,전용면적 60제곱미터초과 85제곱미터이하,2017,4,2070
강원,전용면적 85제곱미터초과 102제곱미터이하,2017,4,"2,221"
강원,전용면적 102제곱미터초과,2017,4,2251
충북,모든면적,2017,4,"2,040"
충북,전용면적 60제곱미터이하,2017,4,2155
충북,전용면적 60제곱미터초과 85제곱미터이하,2017,4,"2,045"
충북,전용면적 85제곱미터초과 102제곱미터이하,2017,4,2563
충북,전용면적 102제곱미터초과,2017,4,"2,333"
충남,모든면적,2017,4,2221
충남,전용면적 60제곱미터이하,2017,4,"2,330"
충남,전용면적 60제곱미터초과 85제곱미터이하,2017,4,2228
충남,전용면적 85제곱미터초과 102제곱미터이하,2017,4,"2,963"
충남,전용면적 102제곱미터초과,2017,4,2758
전북,모든면적,2017,4,"2,105"
전북,전용면적 60제곱미터이하,2017,4,2350
전북,전용면적 60제곱미터초과 85제곱미터이하,2017,4,"2,101"
전북,전용면적 85제곱미터초과 102제곱미터이하,2017,4,2321
전북,전용면적 102제곱미터초과,2017,4,"2,315"
전남,모든면적,2017,4,2106
전남,전용면적 60제곱미터이하,2017,4,"2,151"
전남,전용면적 60제곱미터초과 85제곱미터이하,2017,4,2110
전남,전용면적 85제곱미터초과 102제곱미터이하,2017,4,"2,379"
전남,전용면적 102제곱미터초과,2017,4,2307
경북,모든면적,2017,4,"2,318"
경북,전용면적 60제곱미터이하,2017,4,2390
경북,전용면적 60제곱미터초과 85제곱미터이하,2017,4,"2,307"
경북,전용면적 85제곱미터초과 102제곱미터이하,2017,4,2690
경북,전용면적 102제곱미터초과,2017,4,"2,606"
경남,모든면적,2017,4,2401
경남,전용면적 60제곱미터이하,2017,4,"2,554"
경남,전용면적 60제곱미터초과 85제곱미터이하,2017,4,2391
경남,전용면적 85제곱미터초과 102제곱미터이하,2017,4,"2,872"
경남,전용면적 102제곱미터초과,2017,4,2659
제주,모든면적,2017,4,"3,323"
제주,전용면적 60제곱미터이하,2017,4,4630
제주,전용면적 60제곱미터초과 85제곱미터이하,2017,4,"3,196"
제주,전용면적 85제곱미터초과 102제곱미터이하,2017,4,3271
제주,전용면적 102제곱미터초과,2017,4,"3,830"
서울,모든면적,2017,5,6400
서울,전용면적 60제곱미터이하,2017,5,"6,592"
서울,전용면적 60제곱미터초과 85제곱미터이하,2017,5,6461
서울,전용면적 85제곱미터초과 102제곱미터이하,2017,5,"6,408"
서울,전용면적 102제곱미터초과,2017,5,6675
인천,모든면적,2017,5,"3,291"
인천,전용면적 60제곱미터이하,2017,5,3268
인천,전용면적 60제곱미터초과 85제곱미터이하,2017,5,"3,290"
인천,전용면적 85제곱미터초과 102제곱미터이하,2017,5,3392
인천,전용면적 102제곱미터초과,2017,5,"4,256"
경기,모든면적,2017,5,3474
경기,전용면적 60제곱미터이하,2017,5,"3,628"
경기,전용면적 60제곱미터초과 85제곱미터이하,2017,5,3462
경기,전용면적 85제곱미터초과 102제곱미터이하,2017,5,"3,591"
경기,전용면적 102제곱미터초과,2017,5,4045
부산,모든면적,2017,5,"3,549"
부산,전용면적 60제곱미터이하,2017,5,3136
부산,전용면적 60제곱미터초과 85제곱미터이하,2017,5,"3,626"
부산,전용면적 85제곱미터초과 102제곱미터이하,2017,5,3013
부산,전용면적 102제곱미터초과,2017,5,"3,928"
대구,모든면적,2017,5,3179
대구,전용면적 60제곱미터이하,2017,5,"3,848"
대구,전용면적 60제곱미터초과 85제곱미터이하,2017,5,3182
