지역명,규모구분,연도,월,분양가격(제곱미터)
경남,전용면적 60제곱미터초과 85제곱미터이하,2019,12,3065
경남,전용면적 85제곱미터초과 102제곱미터이하,2019,12,"3,247"
경남,전용면적 102제곱미터초과,2019,12,
제주,모든면적,2019,12,"3,882"
제주,전용면적 60제곱미터이하,2019,12,
제주,전용면적 60제곱미터초과 85제곱미터이하,2019,12,"3,898"
제주,전용면적 85제곱미터초과 102제곱미터이하,2019,12,
제주,전용면적 102제곱미터초과,2019,12,"3,601"
서울,모든면적,2020,1,8121
서울,전용면적 60제곱미터이하,2020,1,"8,330"
서울,전용면적 60제곱미터초과 85제곱미터이하,2020,1,8135
서울,전용면적 85제곱미터초과 102제곱미터이하,2020,1,"12,728"
서울,전용면적 102제곱미터초과,2020,1,8779
인천,모든면적,2020,1,"4,005"
인천,전용면적 60제곱미터이하,2020,1,3985
인천,전용면적 60제곱미터초과 85제곱미터이하,2020,1,"4,001"
인천,전용면적 85제곱미터초과 102제곱미터이하,2020,1,3981
인천,전용면적 102제곱미터초과,2020,1,"4,768"
경기,모든면적,2020,1,4503
경기,전용면적 60제곱미터이하,2020,1,"4,939"
경기,전용면적 60제곱미터초과 85제곱미터이하,2020,1,4404
경기,전용면적 85제곱미터초과 102제곱미터이하,2020,1,"5,464"
경기,전용면적 102제곱미터초과,2020,1,5204
부산,모든면적,2020,1,"3,884"
부산,전용면적 60제곱미터이하,2020,1,3711
부산,전용면적 60제곱미터초과 85제곱미터이하,2020,1,"3,907"
부산,전용면적 85제곱미터초과 102제곱미터이하,2020,1,4401
부산,전용면적 102제곱미터초과,2020,1,"4,322"
대구,모든면적,2020,1,4420
대구,전용면적 60제곱미터이하,2020,1,"4,324"
대구,전용면적 60제곱미터초과 85제곱미터이하,2020,1,4417
대구,전용면적 85제곱미터초과 102제곱미터이하,2020,1,"4,067"
대구,전용면적 102제곱미터초과,2020,1,5117
광주,모든면적,2020,1,"3,843"
광주,전용면적 60제곱미터이하,2020,1,3926
광주,전용면적 60제곱미터초과 85제곱미터이하,2020,1,"3,861"
광주,전용면적 85제곱미터초과 102제곱미터이하,2020,1,
광주,전용면적 102제곱미터초과,2020,1,"4,310"
대전,모든면적,2020,1,3632
대전,전용면적 60제곱미터이하,2020,1,"3,534"
대전,전용면적 60제곱미터초과 85제곱미터이하,2020,1,3567
대전,전용면적 85제곱미터초과 102제곱미터이하,2020,1,
대전,전용면적 102제곱미터초과,2020,1,4500
울산,모든면적,2020,1,"3,143"
울산,전용면적 60제곱미터이하,2020,1,3399
울산,전용면적 60제곱미터초과 85제곱미터이하,2020,1,"3,114"
울산,전용면적 85제곱미터초과 102제곱미터이하,2020,1,
울산,전용면적 102제곱미터초과,2020,1,
세종,모든면적,2020,1,3458
세종,전용면적 60제곱미터이하,2020,1,
세종,전용면적 60제곱미터초과 85제곱미터이하,2020,1,3395
세종,전용면적 85제곱미터초과 102제곱미터이하,2020,1,"3,510"
세종,전용면적 102제곱미터초과,2020,1,3931
강원,모든면적,2020,1,"2,487"
강원,전용면적 60제곱미터이하,2020,1,2560
강원,전용면적 60제곱미터초과 85제곱미터이하,2020,1,"2,464"
강원,전용면적 85제곱미터초과 102제곱미터이하,2020,1,3329
강원,전용면적 102제곱미터초과,2020,1,"3,891"
충북,모든면적,2020,1,2305
충북,전용면적 60제곱미터이하,2020,1,"2,324"
충북,전용면적 60제곱미터초과 85제곱미터이하,2020,1,2297
충북,전용면적 85제곱미터초과 102제곱미터이하,2020,1,"2,634"
충북,전용면적 102제곱미터초과,2020,1,2532
충남,모든면적,2020,1,"2,640"
충남,전용면적 60제곱미터이하,2020,1,2382
충남,전용면적 60제곱미터초과 85제곱미터이하,2020,1,"2,666"
충남,전용면적 85제곱미터초과 102제곱미터이하,2020,1,3201
충남,전용면적 102제곱미터초과,2020,1,"2,835"
전북,모든면적,2020,1,2468
전북,전용면적 60제곱미터이하,2020,1,"2,526"
전북,전용면적 60제곱미터초과 85제곱미터이하,2020,1,2458
전북,전용면적 85제곱미터초과 102제곱미터이하,2020,1,"2,764"
전북,전용면적 102제곱미터초과,2020,1,2667
전남,모든면적,2020,1,"2,485"
전남,전용면적 60제곱미터이하,2020,1,2529
전남,전용면적 60제곱미터초과 85제곱미터이하,2020,1,"2,486"
전남,전용면적 85제곱미터초과 102제곱미터이하,2020,1,
전남,전용면적 102제곱미터초과,2020,1,"3,053"
경북,모든면적,2020,1,3074
경북,전용면적 60제곱미터이하,2020,1,"2,578"
경북,전용면적 60제곱미터초과 85제곱미터이하,2020,1,3061
경북,전용면적 85제곱미터초과 102제곱미터이하,2020,1,
경북,전용면적 102제곱미터초과,2020,1,3457
경남,모든면적,2020,1,"3,063"
경남,전용면적 60제곱미터이하,2020,1,2780
경남,전용면적 60제곱미터초과 85제곱미터이하,2020,1,"3,065"
경남,전용면적 85제곱미터초과 102제곱미터이하,2020,1,3247
경남,전용면적 102제곱미터초과,2020,1,
제주,모든면적,2020,1,3955
제주,전용면적 60제곱미터이하,2020,1,"4,039"
제주,전용면적 60제곱미터초과 85제곱미터이하,2020,1,3962
제주,전용면적 85제곱미터초과 102제곱미터이하,2020,1,
제주,전용면적 102제곱미터초과,2020,1,3601
서울,모든면적,2020,2,"7,972"
서울,전용면적 60제곱미터이하,2020,2,8193
서울,전용면적 60제곱미터초과 85제곱미터이하,2020,2,"8,140"
서울,전용면적 85제곱미터초과 102제곱미터이하,2020,2,13835
서울,전용면적 102제곱미터초과,2020,2,"9,039"
인천,모든면적,2020,2,4084
인천,전용면적 60제곱미터이하,2020,2,"3,994"
인천,전용면적 60제곱미터초과 85제곱미터이하,2020,2,4079
인천,전용면적 85제곱미터초과 102제곱미터이하,2020,2,"3,981"
인천,전용면적 102제곱미터초과,2020,2,4958
경기,모든면적,2020,2,"4,502"
경기,전용면적 60제곱미터이하,2020,2,4918
경기,전용면적 60제곱미터초과 85제곱미터이하,2020,2,"4,402"
경기,전용면적 85제곱미터초과 102제곱미터이하,2020,2,5418
경기,전용면적 102제곱미터초과,2020,2,"5,133"
부산,모든면적,2020,2,3924
부산,전용면적 60제곱미터이하,2020,2,"3,760"
부산,전용면적 60제곱미터초과 85제곱미터이하,2020,2,3941
부산,전용면적 85제곱미터초과 102제곱미터이하,2020,2,"4,401"
부산,전용면적 102제곱미터초과,2020,2,4322
대구,모든면적,2020,2,"4,420"
대구,전용면적 60제곱미터이하,2020,2,4300
대구,전용면적 60제곱미터초과 85제곱미터이하,2020,2,"4,418"
대구,전용면적 85제곱미터초과 102제곱미터이하,2020,2,4060
대구,전용면적 102제곱미터초과,2020,2,"5,117"
광주,모든면적,2020,2,3843
광주,전용면적 60제곱미터이하,2020,2,"3,926"
광주,전용면적 60제곱미터초과 85제곱미터이하,2020,2,3861
광주,전용면적 85제곱미터초과 102제곱미터이하,2020,2,
광주,전용면적 102제곱미터초과,2020,2,4310
대전,모든면적,2020,2,"3,632"
대전,전용면적 60제곱미터이하,2020,2,3534
대전,전용면적 60제곱미터초과 85제곱미터이하,2020,2,"3,567"
대전,전용면적 85제곱미터초과 102제곱미터이하,2020,2,
대전,전용면적 102제곱미터초과,2020,2,"4,500"
울산,모든면적,2020,2,3143
울산,전용면적 60제곱미터이하,2020,2,"3,399"
울산,전용면적 60제곱미터초과 85제곱미터이하,2020,2,3114
울산,전용면적 85제곱미터초과 102제곱미터이하,2020,2,
울산,전용면적 102제곱미터초과,2020,2,
세종,모든면적,2020,2,"3,458"
세종,전용면적 60제곱미터이하,2020,2,
세종,전용면적 60제곱미터초과 85제곱미터이하,2020,2,"3,395"
세종,전용면적 85제곱미터초과 102제곱미터이하,2020,2,3510
세종,전용면적 102제곱미터초과,2020,2,"3,931"
강원,모든면적,2020,2,2523
강원,전용면적 60제곱미터이하,2020,2,"2,560"
강원,전용면적 60제곱미터초과 85제곱미터이하,2020,2,2501
강원,전용면적 85제곱미터초과 102제곱미터이하,2020,2,"3,329"
강원,전용면적 102제곱미터초과,2020,2,3906
충북,모든면적,2020,2,"2,395"
충북,전용면적 60제곱미터이하,2020,2,2420
충북,전용면적 60제곱미터초과 85제곱미터이하,2020,2,"2,384"
충북,전용면적 85제곱미터초과 102제곱미터이하,2020,2,2634
충북,전용면적 102제곱미터초과,2020,2,"2,532"
충남,모든면적,2020,2,2604
충남,전용면적 60제곱미터이하,2020,2,"2,389"
충남,전용면적 60제곱미터초과 85제곱미터이하,2020,2,2622
충남,전용면적 85제곱미터초과 102제곱미터이하,2020,2,"3,201"
충남,전용면적 102제곱미터초과,2020,2,2835
전북,모든면적,2020,2,"2,468"
전북,전용면적 60제곱미터이하,2020,2,2526
전북,전용면적 60제곱미터초과 85제곱미터이하,2020,2,"2,458"
전북,전용면적 85제곱미터초과 102제곱미터이하,2020,2,2764
전북,전용면적 102제곱미터초과,2020,2,"2,667"
전남,모든면적,2020,2,2506
전남,전용면적 60제곱미터이하,2020,2,"2,529"
전남,전용면적 60제곱미터초과 85제곱미터이하,2020,2,2507
전남,전용면적 85제곱미터초과 102제곱미터이하,2020,2,
전남,전용면적 102제곱미터초과,2020,2,3053
경북,모든면적,2020,2,"2,555"
경북,전용면적 60제곱미터이하,2020,2,2578
경북,전용면적 60제곱미터초과 85제곱미터이하,2020,2,"2,549"
경북,전용면적 85제곱미터초과 102제곱미터이하,2020,2,
경북,전용면적 102제곱미터초과,2020,2,"2,756"
경남,모든면적,2020,2,3063
경남,전용면적 60제곱미터이하,2020,2,"2,780"
경남,전용면적 60제곱미터초과 85제곱미터이하,2020,2,3065
경남,전용면적 85제곱미터초과 102제곱미터이하,2020,2,"3,247"
경남,전용면적 102제곱미터초과,2020,2,
제주,모든면적,2020,2,"3,955"
제주,전용면적 60제곱미터이하,2020,2,4039
제주,전용면적 60제곱미터초과 85제곱미터이하,2020,2,"3,962"
제주,전용면적 85제곱미터초과 102제곱미터이하,2020,2,
제주,전용면적 102제곱미터초과,2020,2,"3,601"
서울,모든면적,2020,3,8029
서울,전용면적 60제곱미터이하,2020,3,"8,533"
서울,전용면적 60제곱미터초과 85제곱미터이하,2020,3,8160
서울,전용면적 85제곱미터초과 102제곱미터이하,2020,3,"13,835"
서울,전용면적 102제곱미터초과,2020,3,9035
인천,모든면적,2020,3,"4,260"
인천,전용면적 60제곱미터이하,2020,3,4057
인천,전용면적 60제곱미터초과 85제곱미터이하,2020,3,"4,293"
인천,전용면적 85제곱미터초과 102제곱미터이하,2020,3,3936
인천,전용면적 102제곱미터초과,2020,3,"4,972"
경기,모든면적,2020,3,4476
경기,전용면적 60제곱미터이하,2020,3,"4,893"
경기,전용면적 60제곱미터초과 85제곱미터이하,2020,3,4376
경기,전용면적 85제곱미터초과 102제곱미터이하,2020,3,"5,447"
경기,전용면적 102제곱미터초과,2020,3,5145
부산,모든면적,2020,3,"3,950"
부산,전용면적 60제곱미터이하,2020,3,3789
부산,전용면적 60제곱미터초과 85제곱미터이하,2020,3,"3,965"
부산,전용면적 85제곱미터초과 102제곱미터이하,2020,3,4401
부산,전용면적 102제곱미터초과,2020,3,"4,322"
대구,모든면적,2020,3,4498
대구,전용면적 60제곱미터이하,2020,3,"4,291"
대구,전용면적 60제곱미터초과 85제곱미터이하,2020,3,4497
대구,전용면적 85제곱미터초과 102제곱미터이하,2020,3,"4,060"
대구,전용면적 102제곱미터초과,2020,3,5117
광주,모든면적,2020,3,"3,843"
광주,전용면적 60제곱미터이하,2020,3,3926
광주,전용면적 60제곱미터초과 85제곱미터이하,2020,3,"3,861"
광주,전용면적 85제곱미터초과 102제곱미터이하,2020,3,
광주,전용면적 102제곱미터초과,2020,3,"4,310"
대전,모든면적,2020,3,3402
대전,전용면적 60제곱미터이하,2020,3,"3,534"
대전,전용면적 60제곱미터초과 85제곱미터이하,2020,3,3395
대전,전용면적 85제곱미터초과 102제곱미터이하,2020,3,
대전,전용면적 102제곱미터초과,2020,3,
울산,모든면적,2020,3,"3,143"
울산,전용면적 60제곱미터이하,2020,3,3399
울산,전용면적 60제곱미터초과 85제곱미터이하,2020,3,"3,114"
울산,전용면적 85제곱미터초과 102제곱미터이하,2020,3,
울산,전용면적 102제곱미터초과,2020,3,
세종,모든면적,2020,3,3458
세종,전용면적 60제곱미터이하,2020,3,
세종,전용면적 60제곱미터초과 85제곱미터이하,2020,3,3395
세종,전용면적 85제곱미터초과 102제곱미터이하,2020,3,"3,510"
세종,전용면적 102제곱미터초과,2020,3,3931
강원,모든면적,2020,3,"2,468"
강원,전용면적 60제곱미터이하,2020,3,2517
강원,전용면적 60제곱미터초과 85제곱미터이하,2020,3,"2,438"
강원,전용면적 85제곱미터초과 102제곱미터이하,2020,3,
강원,전용면적 102제곱미터초과,2020,3,"3,906"
충북,모든면적,2020,3,2400
충북,전용면적 60제곱미터이하,2020,3,"2,420"
충북,전용면적 60제곱미터초과 85제곱미터이하,2020,3,2390
충북,전용면적 85제곱미터초과 102제곱미터이하,2020,3,"2,634"
충북,전용면적 102제곱미터초과,2020,3,2756
충남,모든면적,2020,3,"2,608"
충남,전용면적 60제곱미터이하,2020,3,2390
충남,전용면적 60제곱미터초과 85제곱미터이하,2020,3,"2,631"
충남,전용면적 85제곱미터초과 102제곱미터이하,2020,3,3201
충남,전용면적 102제곱미터초과,2020,3,"2,835"
전북,모든면적,2020,3,2468
전북,전용면적 60제곱미터이하,2020,3,"2,526"
전북,전용면적 60제곱미터초과 85제곱미터이하,2020,3,2458
전북,전용면적 85제곱미터초과 102제곱미터이하,2020,3,"2,764"
전북,전용면적 102제곱미터초과,2020,3,2667
전남,모든면적,2020,3,"2,576"
전남,전용면적 60제곱미터이하,2020,3,2689
전남,전용면적 60제곱미터초과 85제곱미터이하,2020,3,"2,569"
전남,전용면적 85제곱미터초과 102제곱미터이하,2020,3,3005
전남,전용면적 102제곱미터초과,2020,3,"3,692"
경북,모든면적,2020,3,2555
경북,전용면적 60제곱미터이하,2020,3,"2,578"
경북,전용면적 60제곱미터초과 85제곱미터이하,2020,3,2549
경북,전용면적 85제곱미터초과 102제곱미터이하,2020,3,
경북,전용면적 102제곱미터초과,2020,3,2756
경남,모든면적,2020,3,"2,968"
경남,전용면적 60제곱미터이하,2020,3,2780
경남,전용면적 60제곱미터초과 85제곱미터이하,2020,3,"2,971"
경남,전용면적 85제곱미터초과 102제곱미터이하,2020,3,3247
경남,전용면적 102제곱미터초과,2020,3,
제주,모든면적,2020,3,3955
제주,전용면적 60제곱미터이하,2020,3,"4,039"
제주,전용면적 60제곱미터초과 85제곱미터이하,2020,3,3962
제주,전용면적 85제곱미터초과 102제곱미터이하,2020,3,
제주,전용면적 102제곱미터초과,2020,3,3601
서울,모든면적,2020,4,"7,990"
서울,전용면적 60제곱미터이하,2020,4,8415
서울,전용면적 60제곱미터초과 85제곱미터이하,2020,4,"8,101"
서울,전용면적 85제곱미터초과 102제곱미터이하,2020,4,13835
서울,전용면적 102제곱미터초과,2020,4,"9,392"
인천,모든면적,2020,4,4263
인천,전용면적 60제곱미터이하,2020,4,"4,062"
인천,전용면적 60제곱미터초과 85제곱미터이하,2020,4,4296
인천,전용면적 85제곱미터초과 102제곱미터이하,2020,4,"3,936"
인천,전용면적 102제곱미터초과,2020,4,4972
경기,모든면적,2020,4,"4,563"
경기,전용면적 60제곱미터이하,2020,4,4904
경기,전용면적 60제곱미터초과 85제곱미터이하,2020,4,"4,470"
경기,전용면적 85제곱미터초과 102제곱미터이하,2020,4,5745
경기,전용면적 102제곱미터초과,2020,4,"5,180"
부산,모든면적,2020,4,3908
부산,전용면적 60제곱미터이하,2020,4,"3,814"
부산,전용면적 60제곱미터초과 85제곱미터이하,2020,4,3921
부산,전용면적 85제곱미터초과 102제곱미터이하,2020,4,"4,401"
부산,전용면적 102제곱미터초과,2020,4,4322
대구,모든면적,2020,4,"4,576"
대구,전용면적 60제곱미터이하,2020,4,4410
대구,전용면적 60제곱미터초과 85제곱미터이하,2020,4,"4,575"
대구,전용면적 85제곱미터초과 102제곱미터이하,2020,4,4060
대구,전용면적 102제곱미터초과,2020,4,"5,112"
광주,모든면적,2020,4,3844
광주,전용면적 60제곱미터이하,2020,4,"3,924"
광주,전용면적 60제곱미터초과 85제곱미터이하,2020,4,3863
광주,전용면적 85제곱미터초과 102제곱미터이하,2020,4,
광주,전용면적 102제곱미터초과,2020,4,4310
대전,모든면적,2020,4,"3,356"
대전,전용면적 60제곱미터이하,2020,4,3375
대전,전용면적 60제곱미터초과 85제곱미터이하,2020,4,"3,363"
대전,전용면적 85제곱미터초과 102제곱미터이하,2020,4,
대전,전용면적 102제곱미터초과,2020,4,
울산,모든면적,2020,4,3143
울산,전용면적 60제곱미터이하,2020,4,"3,399"
울산,전용면적 60제곱미터초과 85제곱미터이하,2020,4,3114
울산,전용면적 85제곱미터초과 102제곱미터이하,2020,4,
울산,전용면적 102제곱미터초과,2020,4,
세종,모든면적,2020,4,
세종,전용면적 60제곱미터이하,2020,4,
세종,전용면적 60제곱미터초과 85제곱미터이하,2020,4,
세종,전용면적 85제곱미터초과 102제곱미터이하,2020,4,
세종,전용면적 102제곱미터초과,2020,4,
강원,모든면적,2020,4,2639
강원,전용면적 60제곱미터이하,2020,4,"2,633"
강원,전용면적 60제곱미터초과 85제곱미터이하,2020,4,2592
강원,전용면적 85제곱미터초과 102제곱미터이하,2020,4,
강원,전용면적 102제곱미터초과,2020,4,4208
충북,모든면적,2020,4,"2,400"
충북,전용면적 60제곱미터이하,2020,4,2420
충북,전용면적 60제곱미터초과 85제곱미터이하,2020,4,"2,390"
충북,전용면적 85제곱미터초과 102제곱미터이하,2020,4,2634
충북,전용면적 102제곱미터초과,2020,4,"2,756"
충남,모든면적,2020,4,2639
충남,전용면적 60제곱미터이하,2020,4,"2,500"
충남,전용면적 60제곱미터초과 85제곱미터이하,2020,4,2671
충남,전용면적 85제곱미터초과 102제곱미터이하,2020,4,"3,201"
충남,전용면적 102제곱미터초과,2020,4,2835
전북,모든면적,2020,4,"2,503"
전북,전용면적 60제곱미터이하,2020,4,2623
전북,전용면적 60제곱미터초과 85제곱미터이하,2020,4,"2,509"
전북,전용면적 85제곱미터초과 102제곱미터이하,2020,4,3011
전북,전용면적 102제곱미터초과,2020,4,"2,780"
전남,모든면적,2020,4,2591
전남,전용면적 60제곱미터이하,2020,4,"2,689"
전남,전용면적 60제곱미터초과 85제곱미터이하,2020,4,2585
전남,전용면적 85제곱미터초과 102제곱미터이하,2020,4,"3,005"
전남,전용면적 102제곱미터초과,2020,4,3632
경북,모든면적,2020,4,"2,669"
경북,전용면적 60제곱미터이하,2020,4,2711
경북,전용면적 60제곱미터초과 85제곱미터이하,2020,4,"2,662"
경북,전용면적 85제곱미터초과 102제곱미터이하,2020,4,
경북,전용면적 102제곱미터초과,2020,4,"2,756"
경남,모든면적,2020,4,3153
경남,전용면적 60제곱미터이하,2020,4,"2,857"
경남,전용면적 60제곱미터초과 85제곱미터이하,2020,4,3159
경남,전용면적 85제곱미터초과 102제곱미터이하,2020,4,"3,246"
경남,전용면적 102제곱미터초과,2020,4,
제주,모든면적,2020,4,"4,085"
제주,전용면적 60제곱미터이하,2020,4,4039
제주,전용면적 60제곱미터초과 85제곱미터이하,2020,4,"4,091"
제주,전용면적 85제곱미터초과 102제곱미터이하,2020,4,
제주,전용면적 102제곱미터초과,2020,4,
서울,모든면적,2020,5,8191
서울,전용면적 60제곱미터이하,2020,5,"8,432"
서울,전용면적 60제곱미터초과 85제곱미터이하,2020,5,8316
서울,전용면적 85제곱미터초과 102제곱미터이하,2020,5,"11,018"
서울,전용면적 102제곱미터초과,2020,5,9406
인천,모든면적,2020,5,"4,345"
인천,전용면적 60제곱미터이하,2020,5,4211
인천,전용면적 60제곱미터초과 85제곱미터이하,2020,5,"4,408"
인천,전용면적 85제곱미터초과 102제곱미터이하,2020,5,4882
인천,전용면적 102제곱미터초과,2020,5,"5,008"
경기,모든면적,2020,5,4225
경기,전용면적 60제곱미터이하,2020,5,"4,326"
경기,전용면적 60제곱미터초과 85제곱미터이하,2020,5,4205
경기,전용면적 85제곱미터초과 102제곱미터이하,2020,5,"4,455"
경기,전용면적 102제곱미터초과,2020,5,4381
부산,모든면적,2020,5,"4,022"
부산,전용면적 60제곱미터이하,2020,5,3976
부산,전용면적 60제곱미터초과 85제곱미터이하,2020,5,"4,047"
부산,전용면적 85제곱미터초과 102제곱미터이하,2020,5,4372
부산,전용면적 102제곱미터초과,2020,5,"4,218"
대구,모든면적,2020,5,4647
대구,전용면적 60제곱미터이하,2020,5,"4,425"
대구,전용면적 60제곱미터초과 85제곱미터이하,2020,5,4644
대구,전용면적 85제곱미터초과 102제곱미터이하,2020,5,"4,871"
대구,전용면적 102제곱미터초과,2020,5,4860
광주,모든면적,2020,5,"3,833"
광주,전용면적 60제곱미터이하,2020,5,3924
광주,전용면적 60제곱미터초과 85제곱미터이하,2020,5,"3,840"
광주,전용면적 85제곱미터초과 102제곱미터이하,2020,5,4610
광주,전용면적 102제곱미터초과,2020,5,"4,128"
대전,모든면적,2020,5,3336
대전,전용면적 60제곱미터이하,2020,5,"3,361"
대전,전용면적 60제곱미터초과 85제곱미터이하,2020,5,3345
대전,전용면적 85제곱미터초과 102제곱미터이하,2020,5,
대전,전용면적 102제곱미터초과,2020,5,
울산,모든면적,2020,5,"3,324"
울산,전용면적 60제곱미터이하,2020,5,3510
울산,전용면적 60제곱미터초과 85제곱미터이하,2020,5,"3,282"
울산,전용면적 85제곱미터초과 102제곱미터이하,2020,5,
울산,전용면적 102제곱미터초과,2020,5,"4,530"
세종,모든면적,2020,5,
세종,전용면적 60제곱미터이하,2020,5,
세종,전용면적 60제곱미터초과 85제곱미터이하,2020,5,
세종,전용면적 85제곱미터초과 102제곱미터이하,2020,5,
세종,전용면적 102제곱미터초과,2020,5,
강원,모든면적,2020,5,"2,662"
강원,전용면적 60제곱미터이하,2020,5,2649
강원,전용면적 60제곱미터초과 85제곱미터이하,2020,5,"2,596"
강원,전용면적 85제곱미터초과 102제곱미터이하,2020,5,
강원,전용면적 102제곱미터초과,2020,5,"4,208"
충북,모든면적,2020,5,2405
충북,전용면적 60제곱미터이하,2020,5,"2,420"
충북,전용면적 60제곱미터초과 85제곱미터이하,2020,5,2392
충북,전용면적 85제곱미터초과 102제곱미터이하,2020,5,"2,739"
충북,전용면적 102제곱미터초과,2020,5,2818
충남,모든면적,2020,5,"2,647"
충남,전용면적 60제곱미터이하,2020,5,2513
충남,전용면적 60제곱미터초과 85제곱미터이하,2020,5,"2,675"
충남,전용면적 85제곱미터초과 102제곱미터이하,2020,5,3201
충남,전용면적 102제곱미터초과,2020,5,"2,835"
전북,모든면적,2020,5,2480
전북,전용면적 60제곱미터이하,2020,5,"2,572"
전북,전용면적 60제곱미터초과 85제곱미터이하,2020,5,2469
전북,전용면적 85제곱미터초과 102제곱미터이하,2020,5,"3,011"
전북,전용면적 102제곱미터초과,2020,5,2780
전남,모든면적,2020,5,"2,599"
전남,전용면적 60제곱미터이하,2020,5,2689
전남,전용면적 60제곱미터초과 85제곱미터이하,2020,5,"2,594"
전남,전용면적 85제곱미터초과 102제곱미터이하,2020,5,3005
전남,전용면적 102제곱미터초과,2020,5,"3,632"
경북,모든면적,2020,5,2669
경북,전용면적 60제곱미터이하,2020,5,"2,711"
경북,전용면적 60제곱미터초과 85제곱미터이하,2020,5,2662
경북,전용면적 85제곱미터초과 102제곱미터이하,2020,5,
경북,전용면적 102제곱미터초과,2020,5,2756
경남,모든면적,2020,5,"3,021"
경남,전용면적 60제곱미터이하,2020,5,2797
경남,전용면적 60제곱미터초과 85제곱미터이하,2020,5,"3,026"
경남,전용면적 85제곱미터초과 102제곱미터이하,2020,5,4939
경남,전용면적 102제곱미터초과,2020,5,
제주,모든면적,2020,5,4516
제주,전용면적 60제곱미터이하,2020,5,"4,363"
제주,전용면적 60제곱미터초과 85제곱미터이하,2020,5,4522
제주,전용면적 85제곱미터초과 102제곱미터이하,2020,5,
제주,전용면적 102제곱미터초과,2020,5,
서울,모든면적,2020,6,"8,351"
서울,전용면적 60제곱미터이하,2020,6,8572
서울,전용면적 60제곱미터초과 85제곱미터이하,2020,6,"8,576"
서울,전용면적 85제곱미터초과 102제곱미터이하,2020,6,12587
서울,전용면적 102제곱미터초과,2020,6,"9,407"
인천,모든면적,2020,6,4443
인천,전용면적 60제곱미터이하,2020,6,"4,316"
인천,전용면적 60제곱미터초과 85제곱미터이하,2020,6,4576
인천,전용면적 85제곱미터초과 102제곱미터이하,2020,6,"4,915"
인천,전용면적 102제곱미터초과,2020,6,5012
경기,모든면적,2020,6,"4,117"
경기,전용면적 60제곱미터이하,2020,6,4258
경기,전용면적 60제곱미터초과 85제곱미터이하,2020,6,"4,094"
경기,전용면적 85제곱미터초과 102제곱미터이하,2020,6,4481
경기,전용면적 102제곱미터초과,2020,6,"4,536"
부산,모든면적,2020,6,4022
부산,전용면적 60제곱미터이하,2020,6,"3,975"
부산,전용면적 60제곱미터초과 85제곱미터이하,2020,6,4042
부산,전용면적 85제곱미터초과 102제곱미터이하,2020,6,"4,154"
부산,전용면적 102제곱미터초과,2020,6,4131
대구,모든면적,2020,6,"4,598"
대구,전용면적 60제곱미터이하,2020,6,4413
대구,전용면적 60제곱미터초과 85제곱미터이하,2020,6,"4,593"
대구,전용면적 85제곱미터초과 102제곱미터이하,2020,6,4871
대구,전용면적 102제곱미터초과,2020,6,"4,827"
광주,모든면적,2020,6,3818
광주,전용면적 60제곱미터이하,2020,6,"3,924"
광주,전용면적 60제곱미터초과 85제곱미터이하,2020,6,3822
광주,전용면적 85제곱미터초과 102제곱미터이하,2020,6,"4,610"
광주,전용면적 102제곱미터초과,2020,6,4281
대전,모든면적,2020,6,"3,408"
대전,전용면적 60제곱미터이하,2020,6,3384
대전,전용면적 60제곱미터초과 85제곱미터이하,2020,6,"3,428"
대전,전용면적 85제곱미터초과 102제곱미터이하,2020,6,
대전,전용면적 102제곱미터초과,2020,6,
울산,모든면적,2020,6,3749
울산,전용면적 60제곱미터이하,2020,6,"3,854"
울산,전용면적 60제곱미터초과 85제곱미터이하,2020,6,3735
울산,전용면적 85제곱미터초과 102제곱미터이하,2020,6,
울산,전용면적 102제곱미터초과,2020,6,4530
세종,모든면적,2020,6,
세종,전용면적 60제곱미터이하,2020,6,
세종,전용면적 60제곱미터초과 85제곱미터이하,2020,6,
세종,전용면적 85제곱미터초과 102제곱미터이하,2020,6,
세종,전용면적 102제곱미터초과,2020,6,
강원,모든면적,2020,6,2753
강원,전용면적 60제곱미터이하,2020,6,"2,649"
강원,전용면적 60제곱미터초과 85제곱미터이하,2020,6,2669
강원,전용면적 85제곱미터초과 102제곱미터이하,2020,6,
강원,전용면적 102제곱미터초과,2020,6,4208
충북,모든면적,2020,6,"2,409"
충북,전용면적 60제곱미터이하,2020,6,2420
충북,전용면적 60제곱미터초과 85제곱미터이하,2020,6,"2,399"
충북,전용면적 85제곱미터초과 102제곱미터이하,2020,6,2739
충북,전용면적 102제곱미터초과,2020,6,"2,818"
충남,모든면적,2020,6,2681
충남,전용면적 60제곱미터이하,2020,6,"2,520"
충남,전용면적 60제곱미터초과 85제곱미터이하,2020,6,2717
충남,전용면적 85제곱미터초과 102제곱미터이하,2020,6,"3,201"
충남,전용면적 102제곱미터초과,2020,6,2835
전북,모든면적,2020,6,"2,503"
전북,전용면적 60제곱미터이하,2020,6,2572
전북,전용면적 60제곱미터초과 85제곱미터이하,2020,6,"2,521"
전북,전용면적 85제곱미터초과 102제곱미터이하,2020,6,2710
전북,전용면적 102제곱미터초과,2020,6,"2,701"
전남,모든면적,2020,6,2596
전남,전용면적 60제곱미터이하,2020,6,"2,689"
전남,전용면적 60제곱미터초과 85제곱미터이하,2020,6,2592
